"Sp","Betacov.2021","R.Alb.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","Rank.2020","PropRank.2020","InSample.2020"
"Melomys cervinipes",0,0.513107721639657,2153,0.513107721639657,0,0,0.469971401334604,1972,0.469971401334604,0
"Rucervus duvaucelii",0,0.513107721639657,2153,0.513107721639657,0,0,0.519899904671115,2181.5,0.519899904671115,0
"Sicista subtilis",0,0.513107721639657,2153,0.513107721639657,0,0,0.497020972354623,2085.5,0.497020972354623,0
"Solomys salebrosus",0,0.513107721639657,2153,0.513107721639657,0,0,0.471163012392755,1977,0.471163012392755,0
"Hypsignathus monstrosus",0,0.0131077216396568,276.2,0.513507399019947,1,0,0.0177550047664442,270.3,0.507061213520203,1
"Paradoxurus zeylonensis",0,0.513822688274547,2156,0.513822688274547,0,0,0.518112488083889,2174,0.518112488083889,0
"Idiurus macrotis",0,0.514418493803622,2158.5,0.514418493803622,0,0,0.560414680648236,2351.5,0.560414680648236,0
"Lophuromys brevicaudus",0,0.514418493803622,2158.5,0.514418493803622,0,0,0.466873212583413,1959,0.466873212583413,0
"Gerbilliscus kempi",0,0.341396568160153,504.9,0.514972159686593,1,0,0.390610104861773,532.6,0.510364627905466,1
"Sorex unguiculatus",0,0.515133460438513,2161.5,0.515133460438513,0,0,0.495710200190658,2080,0.495710200190658,0
"Vandeleuria nilagirica",0,0.515133460438513,2161.5,0.515133460438513,0,0,0.454480457578646,1907,0.454480457578646,0
"Lontra canadensis",0,0.570066730219256,666.6,0.515242447394807,1,0,0.570305052430887,652,0.497799901396213,1
"Hippocamelus antisensis",0,0.515729265967588,2164,0.515729265967588,0,0,0.522402287893232,2192,0.522402287893232,0
"Hybomys basilii",0,0.515729265967588,2164,0.515729265967588,0,0,0.476882745471878,2001,0.476882745471878,0
"Gerbilliscus guineae",0,0.516444232602479,2167,0.516444232602479,0,0,0.562202097235462,2359,0.562202097235462,0
"Hadromys humei",0,0.516444232602479,2167,0.516444232602479,0,0,0.479385128693994,2011.5,0.479385128693994,0
"Haeromys margarettae",0,0.516444232602479,2167,0.516444232602479,0,0,0.454480457578646,1907,0.454480457578646,0
"Cercocebus torquatus",0,0.517397521448999,2171,0.517397521448999,0,0,0.52871782650143,2218.5,0.52871782650143,0
"Praomys mutoni",0,0.517397521448999,2171,0.517397521448999,0,0,0.475929456625357,1997,0.475929456625357,0
"Pteromyscus pulverulentus",0,0.517397521448999,2171,0.517397521448999,0,0,0.545757864632984,2290,0.545757864632984,0
"Spalax nehringi",0,0.517397521448999,2171,0.517397521448999,0,0,0.478431839847474,2007.5,0.478431839847474,0
"Zyzomys pedunculatus",0,0.517397521448999,2171,0.517397521448999,0,0,0.485581506196378,2037.5,0.485581506196378,0
"Ursus maritimus",0,0.533484270734032,820.375,0.518580121076188,1,0,0.562202097235462,831.75,0.50726223367948,1
"Crocidura congobelgica",0,0.51882745471878,2177,0.51882745471878,0,0,0.569351763584366,2389,0.569351763584366,0
"Crocidura planiceps",0,0.51882745471878,2177,0.51882745471878,0,0,0.56756434699714,2381.5,0.56756434699714,0
"Funambulus pennantii",0,0.51882745471878,2177,0.51882745471878,0,0,0.523236415633937,2195.5,0.523236415633937,0
"Galago moholi",0,0.51882745471878,2177,0.51882745471878,0,0,0.516920877025739,2169,0.516920877025739,0
"Leopoldamys milleti",0,0.51882745471878,2177,0.51882745471878,0,0,0.463298379408961,1944,0.463298379408961,0
"Mastacomys fuscus",0,0.51882745471878,2177,0.51882745471878,0,0,0.482125834127741,2023,0.482125834127741,0
"Thamnomys venustus",0,0.51882745471878,2177,0.51882745471878,0,0,0.472116301239276,1981,0.472116301239276,0
"Panthera pardus",0,0.122378455672069,351.3,0.519224453031456,1,0,0.0762631077216397,293.9,0.489919738638034,1
"Hydromys neobritannicus",0,0.520257387988561,2183,0.520257387988561,0,0,0.461034318398475,1934.5,0.461034318398475,0
"Meles anakuma",0,0.520257387988561,2183,0.520257387988561,0,0,0.495710200190658,2080,0.495710200190658,0
"Paraxerus poensis",0,0.520257387988561,2183,0.520257387988561,0,0,0.603551000953289,2532.5,0.603551000953289,0
"Pelea capreolus",0,0.520257387988561,2183,0.520257387988561,0,0,0.497735938989514,2088.5,0.497735938989514,0
"Jaculus jaculus",0,0.521210676835081,2187,0.521210676835081,0,0,0.501429933269781,2104,0.501429933269781,0
"Macrogalidia musschenbroekii",0,0.521210676835081,2187,0.521210676835081,0,0,0.536105815061964,2249.5,0.536105815061964,0
"Sicista concolor",0,0.521210676835081,2187,0.521210676835081,0,0,0.491658722592946,2063,0.491658722592946,0
"Oryx beisa",0,0.319351763584366,631.375,0.522184036621983,1,0,0.33615347950429,635.625,0.5173370549756,1
"Diceros bicornis",0,0.289561487130601,605.625,0.522294238955202,1,0,0.313512869399428,603.375,0.499705071463469,1
"Crocidura jouvenetae",0,0.522402287893232,2192,0.522402287893232,0,0,0.651334604385129,2733,0.651334604385129,0
"Crocidura silacea",0,0.522402287893232,2192,0.522402287893232,0,0,0.510605338417541,2142.5,0.510605338417541,0
"Hystrix africaeaustralis",0,0.522402287893232,2192,0.522402287893232,0,0,0.513465204957102,2154.5,0.513465204957102,0
"Lophuromys medicaudatus",0,0.522402287893232,2192,0.522402287893232,0,0,0.48045757864633,2016,0.48045757864633,0
"Petinomys sagitta",0,0.522402287893232,2192,0.522402287893232,0,0,0.600810295519542,2521,0.600810295519542,0
"Piliocolobus badius",0,0.522402287893232,2192,0.522402287893232,0,0,0.541468064823642,2272,0.541468064823642,0
"Praomys obscurus",0,0.522402287893232,2192,0.522402287893232,0,0,0.476882745471878,2001,0.476882745471878,0
"Cephalophus weynsi",0,0.283603431839847,600.875,0.522867048954096,1,0,0.299571020019066,602.5,0.515585806301477,1
"Allactaga williamsi",0,0.523355576739752,2196,0.523355576739752,0,0,0.488560533841754,2050,0.488560533841754,0
"Crocidura sibirica",0,0.523951382268827,2198.5,0.523951382268827,0,0,0.515848427073403,2164.5,0.515848427073403,0
"Exilisciurus whiteheadi",0,0.523951382268827,2198.5,0.523951382268827,0,0,0.507387988560534,2129,0.507387988560534,0
"Lemniscomys roseveari",0,0.523951382268827,2198.5,0.523951382268827,0,0,0.464728312678742,1950,0.464728312678742,0
"Tupaia javanica",0,0.523951382268827,2198.5,0.523951382268827,0,0,0.5767397521449,2420,0.5767397521449,0
"Crocidura maquassiensis",0,0.525262154432793,2204,0.525262154432793,0,0,0.521091515729266,2186.5,0.521091515729266,0
"Microtus savii",0,0.525262154432793,2204,0.525262154432793,0,0,0.499046711153479,2094,0.499046711153479,0
"Presbytis hosei",0,0.525262154432793,2204,0.525262154432793,0,0,0.525262154432793,2204,0.525262154432793,0
"Tapirus bairdii",0,0.525262154432793,2204,0.525262154432793,0,0,0.560414680648236,2351.5,0.560414680648236,0
"Nanger granti",0,0.331625357483317,505.9,0.525645105178413,1,0,0.375119161105815,531,0.523322777182444,1
"Grammomys gigas",0,0.526334604385129,2208.5,0.526334604385129,0,0,0.473307912297426,1986,0.473307912297426,0
"Otomys burtoni",0,0.526334604385129,2208.5,0.526334604385129,0,0,0.474857006673022,1992.5,0.474857006673022,0
"Ellobius lutescens",0,0.526811248808389,2210.5,0.526811248808389,0,0,0.487130600571973,2044,0.487130600571973,0
"Hybomys lunaris",0,0.526811248808389,2210.5,0.526811248808389,0,0,0.474857006673022,1992.5,0.474857006673022,0
"Bradypus variegatus",0,0.764418493803622,810.1,0.527231553785989,1,0,0.830433746425167,858.9,0.5337693021669,1
"Crocidura ludia",0,0.527407054337464,2213,0.527407054337464,0,0,0.592707340324118,2487,0.592707340324118,0
"Rhinopithecus roxellana",0,0.527407054337464,2213,0.527407054337464,0,0,0.487130600571973,2044,0.487130600571973,0
"Talpa altaica",0,0.527407054337464,2213,0.527407054337464,0,0,0.532054337464252,2232.5,0.532054337464252,0
"Acomys airensis",0,0.528360343183985,2217,0.528360343183985,0,0,0.482125834127741,2023,0.482125834127741,0
"Beamys hindei",0,0.528360343183985,2217,0.528360343183985,0,0,0.526334604385129,2208.5,0.526334604385129,0
"Graphiurus christyi",0,0.528360343183985,2217,0.528360343183985,0,0,0.575309818875119,2414,0.575309818875119,0
"Sorex excelsus",0,0.528360343183985,2217,0.528360343183985,0,0,0.517397521448999,2171,0.517397521448999,0
"Rattus tiomanicus",0,0.255004766444233,580.25,0.528524705597701,1,0,0.249880838894185,561.25,0.518480162428707,1
"Sicista severtzovi",0,0.529551954242135,2222,0.529551954242135,0,0,0.50917540514776,2136.5,0.50917540514776,0
"Lasiopodomys brandtii",0,0.529551954242135,2222,0.529551954242135,0,0,0.505243088655863,2120,0.505243088655863,0
"Poiana leightoni",0,0.529551954242135,2222,0.529551954242135,0,0,0.592707340324118,2487,0.592707340324118,0
"Pseudomys pilligaensis",0,0.529551954242135,2222,0.529551954242135,0,0,0.484628217349857,2033.5,0.484628217349857,0
"Alticola strelzowi",0,0.530743565300286,2227,0.530743565300286,0,0,0.501429933269781,2104,0.501429933269781,0
"Orycteropus afer",0,0.530743565300286,2227,0.530743565300286,0,0,0.573403241182078,2406,0.573403241182078,0
"Paraechinus micropus",0,0.530743565300286,2227,0.530743565300286,0,0,0.548379408960915,2301,0.548379408960915,0
"Uromys rex",0,0.530743565300286,2227,0.530743565300286,0,0,0.472116301239276,1981,0.472116301239276,0
"Choloepus hoffmanni",0,0.956387035271687,945.8,0.530779243900251,1,0,0.949833174451859,927.1,0.512578765237027,1
"Eozapus setchuanus",0,0.531696854146806,2231,0.531696854146806,0,0,0.506911344137274,2127,0.506911344137274,0
"Microtus cabrerae",0,0.531696854146806,2231,0.531696854146806,0,0,0.515014299332698,2161,0.515014299332698,0
"Talpa romana",0,0.531696854146806,2231,0.531696854146806,0,0,0.533126787416587,2237,0.533126787416587,0
"Crocidura grayi",0,0.532292659675882,2233.5,0.532292659675882,0,0,0.548379408960915,2301,0.548379408960915,0
"Microtus montebelli",0,0.532292659675882,2233.5,0.532292659675882,0,0,0.49058627264061,2058.5,0.49058627264061,0
"Marmota marmota",0,0.532650142993327,2235,0.532650142993327,0,0,0.51906577693041,2178,0.51906577693041,0
"Gorilla beringei",0,0.697688274547188,976.875,0.532964222470157,1,0,0.669566253574833,930.625,0.509389120693225,1
"Grammomys minnae",0,0.533484270734032,2238.5,0.533484270734032,0,0,0.487845567206864,2047,0.487845567206864,0
"Otomys lacustris",0,0.533484270734032,2238.5,0.533484270734032,0,0,0.48963298379409,2054.5,0.48963298379409,0
"Perodicticus potto",0,0.533484270734032,2238.5,0.533484270734032,0,0,0.614275500476644,2577.5,0.614275500476644,0
"Presbytis frontata",0,0.533484270734032,2238.5,0.533484270734032,0,0,0.527764537654909,2214.5,0.527764537654909,0
"Sorex gracillimus",0,0.534318398474738,2242,0.534318398474738,0,0,0.515848427073403,2164.5,0.515848427073403,0
"Naemorhedus caudatus",0,0.534795042897998,2244,0.534795042897998,0,0,0.534914204003813,2244.5,0.534914204003813,0
"Pudu mephistophiles",0,0.534795042897998,2244,0.534795042897998,0,0,0.534914204003813,2244.5,0.534914204003813,0
"Psammomys obesus",0,0.534795042897998,2244,0.534795042897998,0,0,0.50917540514776,2136.5,0.50917540514776,0
"Cercopithecus hamlyni",0,0.535271687321258,2246,0.535271687321258,0,0,0.53813155386082,2258,0.53813155386082,0
"Diplomesodon pulchellum",0,0.536105815061964,2249.5,0.536105815061964,0,0,0.534914204003813,2244.5,0.534914204003813,0
"Kobus leche",0,0.536105815061964,2249.5,0.536105815061964,0,0,0.536820781696854,2252.5,0.536820781696854,0
"Mazama nana",0,0.536105815061964,2249.5,0.536105815061964,0,0,0.553384175405148,2322,0.553384175405148,0
"Tapirus terrestris",0,0.536105815061964,2249.5,0.536105815061964,0,0,0.569351763584366,2389,0.569351763584366,0
"Trachypithecus auratus",0,0.536105815061964,2249.5,0.536105815061964,0,0,0.548379408960915,2301,0.548379408960915,0
"Cervus nippon",0,0.387511916110582,701.125,0.536823054991406,1,0,0.372020972354623,674.75,0.528416604244521,1
"Cryptoprocta ferox",0,0.537178265014299,2254,0.537178265014299,0,0,0.551835081029552,2315.5,0.551835081029552,0
"Heliophobius argenteocinereus",0,0.537178265014299,2254,0.537178265014299,0,0,0.519899904671115,2181.5,0.519899904671115,0
"Pteromys volans",0,0.537178265014299,2254,0.537178265014299,0,0,0.502502383222116,2108.5,0.502502383222116,0
"Aotus trivirgatus",0,0.725571973307912,794,0.538008694068863,1,0,0.680529075309819,737.7,0.505814250174484,1
"Crocidura lusitania",0,0.538250714966635,2258.5,0.538250714966635,0,0,0.588298379408961,2468.5,0.588298379408961,0
"Jaculus orientalis",0,0.538250714966635,2258.5,0.538250714966635,0,0,0.554456625357483,2326.5,0.554456625357483,0
"Microtus liechtensteini",0,0.538250714966635,2258.5,0.538250714966635,0,0,0.505243088655863,2120,0.505243088655863,0
"Microtus thomasi",0,0.538250714966635,2258.5,0.538250714966635,0,0,0.497020972354623,2085.5,0.497020972354623,0
"Tupaia gracilis",0,0.538250714966635,2258.5,0.538250714966635,0,0,0.548379408960915,2301,0.548379408960915,0
"Canis simensis",0,0.528360343183985,652.2,0.539202220047183,1,0,0.536105815061964,637.7,0.515520107973673,1
"Lycalopex griseus",0,0.539442326024785,2263.5,0.539442326024785,0,0,0.527168732125834,2212,0.527168732125834,0
"Oecomys bicolor",0,0.539442326024785,2263.5,0.539442326024785,0,0,0.525262154432793,2204,0.525262154432793,0
"Caracal caracal",0,0.249880838894185,583.75,0.539450909528486,1,0,0.249404194470925,576.125,0.540015930900357,1
"Tragelaphus imberbis",0,0.314585319351764,639.875,0.539526489236785,1,0,0.329122974261201,636,0.526494921622574,1
"Crocidura lea",0,0.540038131553861,2266,0.540038131553861,0,0,0.632387988560534,2653.5,0.632387988560534,0
"Alticola macrotis",0,0.540753098188751,2269,0.540753098188751,0,0,0.512035271687321,2148.5,0.512035271687321,0
"Babyrousa babyrussa",0,0.540753098188751,2269,0.540753098188751,0,0,0.568279313632031,2384.5,0.568279313632031,0
"Spermophilus pygmaeus",0,0.540753098188751,2269,0.540753098188751,0,0,0.510605338417541,2142.5,0.510605338417541,0
"Tupaia splendidula",0,0.540753098188751,2269,0.540753098188751,0,0,0.536820781696854,2252.5,0.536820781696854,0
"Rattus exulans",0,0.242135367016206,578.375,0.541278824258459,1,0,0.218064823641563,537.25,0.523730383967664,1
"Dipus sagitta",0,0.541706387035272,2273,0.541706387035272,0,0,0.497735938989514,2088.5,0.497735938989514,0
"Oligoryzomys fulvescens",0,0.541706387035272,2273,0.541706387035272,0,0,0.524189704480458,2199.5,0.524189704480458,0
"Cephalophus jentinki",0,0.542778836987607,2277.5,0.542778836987607,0,0,0.629408960915157,2641,0.629408960915157,0
"Jaculus blanfordi",0,0.542778836987607,2277.5,0.542778836987607,0,0,0.514418493803622,2158.5,0.514418493803622,0
"Rhipidomys leucodactylus",0,0.542778836987607,2277.5,0.542778836987607,0,0,0.527764537654909,2214.5,0.527764537654909,0
"Viverra civettina",0,0.542778836987607,2277.5,0.542778836987607,0,0,0.5569590085796,2337,0.5569590085796,0
"Ammotragus lervia",0,0.41408484270734,728.5,0.542781357714926,1,0,0.450428979980934,756.25,0.54696226812293,1
"Crocidura flavescens",0,0.543851286939943,2282,0.543851286939943,0,0,0.541468064823642,2272,0.541468064823642,0
"Hystrix javanica",0,0.543851286939943,2282,0.543851286939943,0,0,0.571377502383222,2397.5,0.571377502383222,0
"Lycalopex fulvipes",0,0.543851286939943,2282,0.543851286939943,0,0,0.543136320305052,2279,0.543136320305052,0
"Macropus robustus",0,NA,361.666666666667,0.543857135709209,1,0,NA,310.5,0.483600124733642,1
"Calomyscus baluchi",0,0.544804575786463,2286,0.544804575786463,0,0,0.533126787416587,2237,0.533126787416587,0
"Lophocebus aterrimus",0,0.544804575786463,2286,0.544804575786463,0,0,0.590443279313632,2477.5,0.590443279313632,0
"Microryzomys minutus",0,0.544804575786463,2286,0.544804575786463,0,0,0.539680648236416,2264.5,0.539680648236416,0
"Tupaia dorsalis",0,0.544804575786463,2286,0.544804575786463,0,0,0.568279313632031,2384.5,0.568279313632031,0
"Bos javanicus",0,0.253455672068637,591,0.545162202500795,1,0,0.281339370829361,605.375,0.542013809497008,1
"Ichneumia albicauda",0,0.252859866539561,460.7,0.545198258230626,1,0,0.261439466158246,442.4,0.5172367004662,1
"Dinaromys bogdanovi",0,0.545877025738799,2290.5,0.545877025738799,0,0,0.495710200190658,2080,0.495710200190658,0
"Nectomys rattus",0,0.545877025738799,2290.5,0.545877025738799,0,0,0.526334604385129,2208.5,0.526334604385129,0
"Talpa caucasica",0,0.545877025738799,2290.5,0.545877025738799,0,0,0.553384175405148,2322,0.553384175405148,0
"Thryonomys gregorianus",0,0.545877025738799,2290.5,0.545877025738799,0,0,0.529909437559581,2223.5,0.529909437559581,0
"Graphiurus microtis",0,0.546830314585319,2294.5,0.546830314585319,0,0,0.531220209723546,2229,0.531220209723546,0
"Lophiomys imhausi",0,0.546830314585319,2294.5,0.546830314585319,0,0,0.531220209723546,2229,0.531220209723546,0
"Nilopegamys plumbeus",0,0.546830314585319,2294.5,0.546830314585319,0,0,0.512035271687321,2148.5,0.512035271687321,0
"Sundasciurus brookei",0,0.546830314585319,2294.5,0.546830314585319,0,0,0.562202097235462,2359,0.562202097235462,0
"Hipposideros abae",0,0.120114394661582,370,0.547028774642049,1,0,0.149070543374643,372.6,0.529269958163001,1
"Calomyscus mystax",0,0.54778360343184,2298.5,0.54778360343184,0,0,0.515848427073403,2164.5,0.515848427073403,0
"Myospalax aspalax",0,0.54778360343184,2298.5,0.54778360343184,0,0,0.505243088655863,2120,0.505243088655863,0
"Neacomys spinosus",0,0.54778360343184,2298.5,0.54778360343184,0,0,0.529909437559581,2223.5,0.529909437559581,0
"Ochotona huangensis",0,0.54778360343184,2298.5,0.54778360343184,0,0,0.523236415633937,2195.5,0.523236415633937,0
"Papio papio",0,0.539442326024785,661.7,0.548318123708822,1,0,0.566491897044805,683.1,0.556697890868864,1
"Callithrix leucippe",0,NA,259.75,0.548476633569392,1,0,NA,263.625,0.559883192141781,1
"Microtus mongolicus",0,0.54849857006673,2301.5,0.54849857006673,0,0,0.515848427073403,2164.5,0.515848427073403,0
"Oecomys catherinae",0,0.54849857006673,2301.5,0.54849857006673,0,0,0.541468064823642,2272,0.541468064823642,0
"Anomalurus pusillus",0,0.549571020019066,2306,0.549571020019066,0,0,0.554456625357483,2326.5,0.554456625357483,0
"Axis calamianensis",0,0.549571020019066,2306,0.549571020019066,0,0,0.533126787416587,2237,0.533126787416587,0
"Lepus granatensis",0,0.549571020019066,2306,0.549571020019066,0,0,0.524189704480458,2199.5,0.524189704480458,0
"Myodes regulus",0,0.549571020019066,2306,0.549571020019066,0,0,0.507983794089609,2131.5,0.507983794089609,0
"Nectomys apicalis",0,0.549571020019066,2306,0.549571020019066,0,0,0.544447092469018,2284.5,0.544447092469018,0
"Oryx dammah",0,0.549571020019066,2306,0.549571020019066,0,0,0.560414680648236,2351.5,0.560414680648236,0
"Pseudois schaeferi",0,0.549571020019066,2306,0.549571020019066,0,0,0.55838894184938,2343,0.55838894184938,0
"Mus booduga",0,0.272998093422307,478.1,0.549888409825237,1,0,0.25893708293613,439.4,0.515468618187974,1
"Chionomys gud",0,0.550881792183031,2311.5,0.550881792183031,0,0,0.516920877025739,2169,0.516920877025739,0
"Crocidura douceti",0,0.550881792183031,2311.5,0.550881792183031,0,0,0.693160152526215,2908.5,0.693160152526215,0
"Nomascus leucogenys",0,0.550881792183031,2311.5,0.550881792183031,0,0,0.534914204003813,2244.5,0.534914204003813,0
"Stylodipus telum",0,0.550881792183031,2311.5,0.550881792183031,0,0,0.51906577693041,2178,0.51906577693041,0
"Macaca nemestrina",0,0.334008579599619,665.25,0.551226882902586,1,0,0.385486177311725,699.375,0.546571637878163,1
"Myocastor coypus",0,0.72080552907531,794.5,0.551356823483607,1,0,0.799451858913251,853.9,0.561428753363649,1
"Epomophorus wahlbergi",0,0.0216873212583413,291.6,0.551390102970974,1,0,0.021210676835081,277.3,0.540157628324763,1
"Alticola stoliczkanus",0,0.551954242135367,2316,0.551954242135367,0,0,0.515848427073403,2164.5,0.515848427073403,0
"Callosciurus adamsi",0,0.551954242135367,2316,0.551954242135367,0,0,0.562202097235462,2359,0.562202097235462,0
"Ellobius fuscocapillus",0,0.551954242135367,2316,0.551954242135367,0,0,0.526334604385129,2208.5,0.526334604385129,0
"Oecomys trinitatis",0,0.551954242135367,2316,0.551954242135367,0,0,0.541468064823642,2272,0.541468064823642,0
"Pygathrix nigripes",0,0.551954242135367,2316,0.551954242135367,0,0,0.571377502383222,2397.5,0.571377502383222,0
"Philander opossum",0,NA,268.5,0.552215829195752,1,0,NA,241.75,0.520232836131178,1
"Moschus cupreus",0,0.552788369876072,2319.5,0.552788369876072,0,0,0.555767397521449,2332,0.555767397521449,0
"Petinomys vordermanni",0,0.552788369876072,2319.5,0.552788369876072,0,0,0.597831267874166,2508.5,0.597831267874166,0
"Macaca radiata",0,0.60664918970448,719.7,0.5532968913261,1,0,0.594018112488084,689.9,0.527894626083709,1
"Miniopterus inflatus",0,0.150857959961868,395.9,0.553299964676435,1,0,0.150381315538608,380,0.538405352032414,1
"Colobus guereza",0,0.377025738798856,704.375,0.553747893635783,1,0,0.438632030505243,765.375,0.574294720894852,1
"Idiurus zenkeri",0,0.554218303145853,2325.5,0.554218303145853,0,0,0.590443279313632,2477.5,0.590443279313632,0
"Lemmus amurensis",0,0.554218303145853,2325.5,0.554218303145853,0,0,0.52871782650143,2218.5,0.52871782650143,0
"Presbytis thomasi",0,0.554218303145853,2325.5,0.554218303145853,0,0,0.55838894184938,2343,0.55838894184938,0
"Semnopithecus schistaceus",0,0.554218303145853,2325.5,0.554218303145853,0,0,0.543136320305052,2279,0.543136320305052,0
"Spilogale putorius",0,0.554218303145853,2325.5,0.554218303145853,0,0,0.545757864632984,2290,0.545757864632984,0
"Steatomys cuppedius",0,0.554218303145853,2325.5,0.554218303145853,0,0,0.555767397521449,2332,0.555767397521449,0
"Thomasomys aureus",0,0.554218303145853,2325.5,0.554218303145853,0,0,0.533126787416587,2237,0.533126787416587,0
"Leopardus pardalis",0,0.440181124880839,602.4,0.554772710518814,1,0,0.491658722592946,623.6,0.539306745817898,1
"Epomops dobsonii",0,0.0424213536701621,308.8,0.555262184178613,1,0,0.0344375595805529,288.6,0.543084695014702,1
"Ailuropoda melanoleuca",0,0.555886558627264,2332.5,0.555886558627264,0,0,0.54706863679695,2295.5,0.54706863679695,0
"Herpestes fuscus",0,0.555886558627264,2332.5,0.555886558627264,0,0,0.586987607244995,2463,0.586987607244995,0
"Dasypus novemcinctus",0,0.886320305052431,913.2,0.556755110233622,1,0,0.898474737845567,929.2,0.570247413657155,1
"Crocidura elongata",0,0.556839847473785,2336.5,0.556839847473785,0,0,0.65467111534795,2747,0.65467111534795,0
"Galidia elegans",0,0.556839847473785,2336.5,0.556839847473785,0,0,0.53813155386082,2258,0.53813155386082,0
"Oecomys concolor",0,0.556839847473785,2336.5,0.556839847473785,0,0,0.524189704480458,2199.5,0.524189704480458,0
"Chimarrogale platycephalus",0,0.55743565300286,2339,0.55743565300286,0,0,0.586987607244995,2463,0.586987607244995,0
"Myotis albescens",0,0.0486177311725453,315,0.557875086052716,1,0,0.0517159199237369,303.3,0.546822057224184,1
"Eupleres goudotii",0,0.55815061963775,2342,0.55815061963775,0,0,0.550047664442326,2308,0.550047664442326,0
"Lyncodon patagonicus",0,0.55815061963775,2342,0.55815061963775,0,0,0.607244995233556,2548,0.607244995233556,0
"Myospalax myospalax",0,0.55815061963775,2342,0.55815061963775,0,0,0.527764537654909,2214.5,0.527764537654909,0
"Steatomys caurinus",0,0.55815061963775,2342,0.55815061963775,0,0,0.632387988560534,2653.5,0.632387988560534,0
"Meriones hurrianae",0,0.56637273593899,695.5,0.558409194296151,1,0,0.53813155386082,657.2,0.536717314358256,1
"Colobus satanas",0,0.559461391801716,2347.5,0.559461391801716,0,0,0.600810295519542,2521,0.600810295519542,0
"Epixerus ebii",0,0.559461391801716,2347.5,0.559461391801716,0,0,0.669566253574833,2809.5,0.669566253574833,0
"Meriones vinogradovi",0,0.559461391801716,2347.5,0.559461391801716,0,0,0.512035271687321,2148.5,0.512035271687321,0
"Sigmodon hirsutus",0,0.559461391801716,2347.5,0.559461391801716,0,0,0.53813155386082,2258,0.53813155386082,0
"Spalax zemni",0,0.559461391801716,2347.5,0.559461391801716,0,0,0.521091515729266,2186.5,0.521091515729266,0
"Spilogale pygmaea",0,0.559461391801716,2347.5,0.559461391801716,0,0,0.585200190657769,2455.5,0.585200190657769,0
"Mastomys erythroleucus",0,0.272998093422307,485.2,0.559641722356327,1,0,0.271091515729266,466.1,0.54113894136632,1
"Bandicota indica",0,0.246306005719733,595.625,0.560003861570422,1,0,0.219137273593899,544,0.531921031667016,1
"Crocidura caliginea",0,0.560653002859867,2352.5,0.560653002859867,0,0,0.622735938989514,2613,0.622735938989514,0
"Myodes smithii",0,0.560653002859867,2352.5,0.560653002859867,0,0,0.522402287893232,2192,0.522402287893232,0
"Raphicerus melanotis",0,0.560653002859867,2352.5,0.560653002859867,0,0,0.5569590085796,2337,0.5569590085796,0
"Spermophilus dauricus",0,0.560653002859867,2352.5,0.560653002859867,0,0,0.545757864632984,2290,0.545757864632984,0
"Tamandua tetradactyla",0,0.895734032411821,922.9,0.561110383178027,1,0,0.891205910390848,918.1,0.561751394645084,1
"Mazama chunyi",0,0.561487130600572,2356,0.561487130600572,0,0,0.580672068636797,2436.5,0.580672068636797,0
"Sus ahoenobarbus",0,0.561487130600572,2356,0.561487130600572,0,0,0.573403241182078,2406,0.573403241182078,0
"Tremarctos ornatus",0,0.561487130600572,2356,0.561487130600572,0,0,0.585200190657769,2455.5,0.585200190657769,0
"Eothenomys proditor",0,0.562321258341277,2359.5,0.562321258341277,0,0,0.510605338417541,2142.5,0.510605338417541,0
"Martes gwatkinsii",0,0.562321258341277,2359.5,0.562321258341277,0,0,0.618446139180172,2595,0.618446139180172,0
"Spalax ehrenbergi",0,0.562321258341277,2359.5,0.562321258341277,0,0,0.526334604385129,2208.5,0.526334604385129,0
"Talpa stankovici",0,0.562321258341277,2359.5,0.562321258341277,0,0,0.608913250714967,2555,0.608913250714967,0
"Eptesicus diminutus",0,0.0693517635843661,332.8,0.56257134308453,1,0,0.0620829361296473,315.2,0.553402502718887,1
"Phoca vitulina",0,0.635486177311725,746.9,0.563179138332769,1,0,0.723665395614871,803.5,0.560584646089348,1
"Cercopithecus diana",0,0.563512869399428,2364.5,0.563512869399428,0,0,0.570305052430887,2393,0.570305052430887,0
"Graphiurus nagtglasii",0,0.563512869399428,2364.5,0.563512869399428,0,0,0.657650142993327,2759.5,0.657650142993327,0
"Holochilus brasiliensis",0,0.563512869399428,2364.5,0.563512869399428,0,0,0.550047664442326,2308,0.550047664442326,0
"Oryzomys couesi",0,0.563512869399428,2364.5,0.563512869399428,0,0,0.548379408960915,2301,0.548379408960915,0
"Ovis nivicola",0,0.563512869399428,2364.5,0.563512869399428,0,0,0.553384175405148,2322,0.553384175405148,0
"Sus verrucosus",0,0.563512869399428,2364.5,0.563512869399428,0,0,0.564346997140133,2368,0.564346997140133,0
"Sorex araneus",0,0.296591992373689,504.9,0.564192426052602,1,0,0.285986653956149,490.3,0.560596842251133,1
"Neovison vison",0,0.554218303145853,691.3,0.564201977072304,1,0,0.54706863679695,674.3,0.552025857706046,1
"Martes pennanti",0,0.57626310772164,703.8,0.564435330273938,1,0,0.544447092469018,653.5,0.529582729652267,1
"Eptesicus brasiliensis",0,0.0540991420400381,323.6,0.56446587372072,1,0,0.0569590085795996,317.3,0.56139180171592,1
